id,name,latitude,longitude,name_mm,road,township
1917,Ou Yin Thar,16.747921,96.424069,ဥယာဉ်သာ,No. 6 Main Road,Thanlyin
1918,Kar Gyi Tae,16.754824,96.400734,ကားကြီးတဲ,No. 6 Main Road,Thanlyin
1919,Kar Gyi Tae,16.754496,96.400498,ကားကြီးတဲ,No. 6 Main Road,Thanlyin
1920,Pyinn Ma Kan,16.749489,96.413985,ပျဉ်းမကန်,No. 6 Main Road,Thanlyin
1921,Pyinn Ma Kan,16.749154,96.414027,ပျဉ်းမကန်,No. 6 Main Road,Thanlyin
1922,Taung Mo/ Hle Lan,16.747756,96.428969,တောင်မို့/လှည်းလမ်း,No. 6 Main Road,Thanlyin
1923,Taung Mo/ Hle Lan,16.747345,96.429012,တောင်မို့/လှည်းလမ်း,No. 6 Main Road,Thanlyin
1926,Bo Tae Kone,16.747921,96.435921,ဗိုလ်တဲကုန်း,No. 6 Main Road,Thanlyin
1927,Bo Tae Kone,16.747345,96.435964,ဗိုလ်တဲကုန်း,No. 6 Main Road,Thanlyin
1928,Five Star,16.747921,96.438746,ဖိုက်စတား,No. 6 Main Road,Thanlyin
1929,Five Star,16.747407,96.438714,ဖိုက်စတား,No. 6 Main Road,Thanlyin
1930,Tadar Ni,16.747921,96.448274,တံတားနီ,No. 6 Main Road,Thanlyin
1931,Tadar Ni,16.747592,96.448274,တံတားနီ,No. 6 Main Road,Thanlyin
1932,Tadar Phyu,16.748003,96.451535,တံတားဖြူ,No. 6 Main Road,Thanlyin
1933,Tadar Phyu,16.747345,96.451707,တံတားဖြူ,No. 6 Main Road,Thanlyin
1934,Pwint Oo,16.747921,96.454625,ပွင့်ဦး,No. 6 Main Road,Thanlyin
1935,Pwint Oo,16.747592,96.454625,ပွင့်ဦး,No. 6 Main Road,Thanlyin
1936,Taik Tu Kan,16.748167,96.456943,တိုက်တူးကန်,No. 6 Main Road,Thanlyin
1937,Taik Tu Kan,16.747592,96.456943,တိုက်တူးကန်,No. 6 Main Road,Thanlyin
1938,Nyaung Ni Tadar,16.748167,96.45823,ညောင်နီတံတား,No. 6 Main Road,Thanlyin
1939,Nyaung Ni Tadar,16.747838,96.458316,ညောင်နီတံတား,No. 6 Main Road,Thanlyin
1940,Hnit Htat Kwae,16.750715,96.473429,နှစ်ထပ်ကွေ့,No. 6 Main Road,Thanlyin
1941,Hnit Htat Kwae,16.750469,96.473558,နှစ်ထပ်ကွေ့,No. 6 Main Road,Thanlyin
1942,Own Tadar,16.752153,96.480253,အုန်းတံတား,No. 6 Main Road,Thanlyin
1943,Own Tadar,16.751784,96.480339,အုန်းတံတား,No. 6 Main Road,Thanlyin
1944,Ye Nwe,16.752441,96.482227,ရဲနွယ်,No. 6 Main Road,Thanlyin
1945,Ye Nwe,16.752112,96.482184,ရဲနွယ်,No. 6 Main Road,Thanlyin
1946,U Tin Hla Tadar,16.752729,96.484072,ဦးတင်လှတံတား,No. 6 Main Road,Thanlyin
1947,U Tin Hla Tadar,16.752359,96.484158,ဦးတင်လှတံတား,No. 6 Main Road,Thanlyin
1948,Ngapi Oak Pauk,16.753222,96.487291,ငပိအုတ်ပေါက်,No. 6 Main Road,Thanlyin
1949,Ngapi Oak Pauk,16.752852,96.487334,ငပိအုတ်ပေါက်,No. 6 Main Road,Thanlyin
1950,Paya Lay Tadar,16.753962,96.49317,ဘုရားလေးတံတား,No. 6 Main Road,Thanlyin
1951,Paya Lay Tadar,16.753715,96.493256,ဘုရားလေးတံတား,No. 6 Main Road,Thanlyin
1952,War Tadar,16.755153,96.497376,ဝါးတံတား,No. 6 Main Road,Thanlyin
1953,War Tadar,16.754824,96.497462,ဝါးတံတား,No. 6 Main Road,Thanlyin
1954,Mee Thar Su Tadar,16.757167,96.504285,မိသားစုတံတား,No. 6 Main Road,Thanlyin
1955,Mee Thar Su Tadar,16.756879,96.504285,မိသားစုတံတား,No. 6 Main Road,Thanlyin
1956,Kyo So Par Ei,16.759221,96.50995,ကြိုဆိုပါ၏,No. 6 Main Road,Thonegwa
1957,Kyo So Par Ei,16.758893,96.510036,ကြိုဆိုပါ၏,No. 6 Main Road,Thonegwa
1958,Saik Pyoe Yay Kwae,16.760701,96.514971,စိုက်ပျိုးရေးကွေ့,No. 6 Main Road,Thonegwa
1959,Saik Pyoe Yay Kwae,16.760413,96.5151,စိုက်ပျိုးရေးကွေ့,No. 6 Main Road,Thonegwa
1960,Khun Htate,16.760125,96.516387,ခွန်ထိပ်,No. 6 Main Road,Thonegwa
1961,Khun Htate,16.759838,96.516216,ခွန်ထိပ်,No. 6 Main Road,Thonegwa
1962,Lay Saing,16.760125,96.518104,လေဆိုင်,No. 6 Main Road,Thonegwa
1963,Lay Saing,16.759879,96.518147,လေဆိုင်,No. 6 Main Road,Thonegwa
1964,Shwe Pu Zun Kwae,16.760331,96.519434,ရွှေပုစွန်ကွေ့,No. 6 Main Road,Thonegwa
1965,Shwe Pu Zun Kwae,16.760002,96.519778,ရွှေပုစွန်ကွေ့,No. 6 Main Road,Thonegwa
1966,Bar Lan,16.761112,96.519477,ဘားလမ်း,No. 6 Main Road,Thonegwa
1967,Bar Lan,16.761112,96.519778,ဘားလမ်း,No. 6 Main Road,Thonegwa
1968,Ban Shae,16.762735,96.520489,ဘဏ်ရှေ့,No. 6 Main Road,Thonegwa
1969,Ban Shae,16.762386,96.520489,ဘဏ်ရှေ့,No. 6 Main Road,Thonegwa
1970,Htauk Kyant Lan Sone,17.042337,96.133387,ထောက်ကြန့်လမ်းဆုံ,No. 1 Main Road,Mingalardon
1971,Htauk Kyant Lan Sone,17.04259,96.133331,ထောက်ကြန့်လမ်းဆုံ,No. 1 Main Road,Mingalardon
1972,Myo Shouk Lan,17.048467,96.141617,မြို့လျှောက်လမ်း,No. 1 Main Road,Mingalardon
1973,Myo Shouk Lan,17.048292,96.141779,မြို့လျှောက်လမ်း,No. 1 Main Road,Mingalardon
1974,Sauk Lote Yae,17.055859,96.152054,ဆောက်လုပ်ရေး,No. 1 Main Road,Mingalardon
1975,Sauk Lote Yae,17.055638,96.152167,ဆောက်လုပ်ရေး,No. 1 Main Road,Mingalardon
1976,Ka Lai Htaw,17.058052,96.155103,ကလိုင်ထော်,No. 1 Main Road,Mingalardon
1977,Ka Lai Htaw,17.057838,96.155258,ကလိုင်ထော်,No. 1 Main Road,Mingalardon
1978,Sain Lae Oo,17.0608,96.159087,စိမ်းလဲ့ဦး,No. 1 Main Road,Mingalardon
1979,Sain Lae Oo,17.060682,96.159289,စိမ်းလဲ့ဦး,No. 1 Main Road,Mingalardon
1980,A Mhat Thone,17.065687,96.165984,အမှတ် (၃),No. 1 Main Road,Mingalardon
1981,A Mhat Thone,17.065441,96.16607,အမှတ် (၃),No. 1 Main Road,Mingalardon
1982,Htan Pin Kan,17.072829,96.176372,ထန်းပင်ကန်,No. 1 Main Road,Hlegu
1983,Htan Pin Kan,17.072669,96.176555,ထန်းပင်ကန်,No. 1 Main Road,Hlegu
1984,Shwe War Myay,17.076429,96.181575,ရွှေဝါမြေ,No. 1 Main Road,Hlegu
1985,Shwe War Myay,17.076308,96.181704,ရွှေဝါမြေ,No. 1 Main Road,Hlegu
1986,Yadanar Myay,17.078205,96.184119,ရတနာမြေ,No. 1 Main Road,Hlegu
1987,Yadanar Myay,17.078066,96.184267,ရတနာမြေ,No. 1 Main Road,Hlegu
1988,San Set,17.082413,96.190104,ဆန်စက်,No. 1 Main Road,Hlegu
1989,San Set,17.08221,96.190225,ဆန်စက်,No. 1 Main Road,Hlegu
1990,Kyun Ka Lay,17.084012,96.192472,ကျွန်းကလေး,No. 1 Main Road,Hlegu
1991,Kyun Ka Lay,17.083887,96.192608,ကျွန်းကလေး,No. 1 Main Road,Hlegu
1992,Yate Thein,17.084997,96.193823,ရိတ်သိမ်း,No. 1 Main Road,Hlegu
1993,Yate Thein,17.084826,96.193975,ရိတ်သိမ်း,No. 1 Main Road,Hlegu
1994,A Nout Zayat,17.085752,96.194914,အနောက်ဇရပ်,No. 1 Main Road,Hlegu
1995,A Nout Zayat,17.085617,96.195093,အနောက်ဇရပ်,No. 1 Main Road,Hlegu
1996,A Shae Zayat,17.087738,96.197799,အရှေ့ဇရပ်,No. 1 Main Road,Hlegu
1997,A Shae Zayat,17.0876,96.197951,အရှေ့ဇရပ်,No. 1 Main Road,Hlegu
1998,Ar-zi-wa,17.08903,96.20091,အာဇီဝ,No. 1 Main Road,Hlegu
1999,Ar-zi-wa,17.088824,96.20096,အာဇီဝ,No. 1 Main Road,Hlegu
2000,Sein Nagar,17.091682,96.206883,စိန်နဂါး,No. 1 Main Road,Hlegu
2001,Sein Nagar,17.091451,96.207024,စိန်နဂါး,No. 1 Main Road,Hlegu
2002,Yankin Ngar Lan,17.092665,96.209303,ရန်ကင်း (၅) လမ်း,No. 1 Main Road,Hlegu
2003,Yankin Ngar Lan,17.092514,96.209359,ရန်ကင်း (၅) လမ်း,No. 1 Main Road,Hlegu
2004,Yone Shae,17.093756,96.211774,ရုံးရှေ့,No. 1 Main Road,Hlegu
2005,Yone Shae,17.093583,96.211842,ရုံးရှေ့,No. 1 Main Road,Hlegu
2006,Yoke Shin Yon,17.095246,96.21526,ရုပ်ရှင်ရုံ,No. 1 Main Road,Hlegu
2007,Yoke Shin Yon,17.09506,96.215379,ရုပ်ရှင်ရုံ,No. 1 Main Road,Hlegu
2008,Yeik Thar,17.095923,96.216799,ရိပ်သာ,No. 1 Main Road,Hlegu
2009,Yeik Thar,17.095747,96.216921,ရိပ်သာ,No. 1 Main Road,Hlegu
2010,Hlegu Zay,17.096831,96.219037,လှည်းကူးဈေး,No. 1 Main Road,Hlegu
2011,Hlegu Zay,17.096672,96.219097,လှည်းကူးဈေး,No. 1 Main Road,Hlegu
2012,Tin Zar Oo,17.098559,96.223129,သဉ္ဇာဦး,No. 1 Main Road,Hlegu
2013,Tin Zar Oo,17.098352,96.223179,သဉ္ဇာဦး,No. 1 Main Road,Hlegu
2014,Hlegu Tar Sone,17.099807,96.225899,လှည်းကူးတာဆုံ,Hlegu-Phaung Gyi Road,Hlegu
2015,Hlegu Tar Sone,17.099879,96.225738,လှည်းကူးတာဆုံ,Hlegu-Phaung Gyi Road,Hlegu
2016,San Taw Tar,17.104258,96.2268,စန်းသော်တာ,Hlegu-Phaung Gyi Road,Hlegu
2017,San Taw Tar,17.104422,96.226661,စန်းသော်တာ,Hlegu-Phaung Gyi Road,Hlegu
2018,Nyaung Pin,17.108062,96.226777,ညောင်ပင်,Hlegu-Phaung Gyi Road,Hlegu
2019,Nyaung Pin,17.108185,96.226991,ညောင်ပင်,Hlegu-Phaung Gyi Road,Hlegu
2020,Sal Myaung Yone,17.111631,96.226627,ဆည်မြောင်းရုံး,Hlegu-Phaung Gyi Road,Hlegu
2021,Sal Myaung Yone,17.111672,96.226326,ဆည်မြောင်းရုံး,Hlegu-Phaung Gyi Road,Hlegu
2022,Ngapi Tae,17.115035,96.226623,ငပိတဲ,Hlegu-Phaung Gyi Road,Hlegu
2023,Ngapi Tae,17.115199,96.226451,ငပိတဲ,Hlegu-Phaung Gyi Road,Hlegu
2024,Sakhan Kyi,17.122253,96.226537,စခန်းကြီး,Hlegu-Phaung Gyi Road,Hlegu
2025,Sakhan Kyi,17.122499,96.226966,စခန်းကြီး,Hlegu-Phaung Gyi Road,Hlegu
2026,Mhan Kone,17.129636,96.227224,မှန်ကုန်း,Hlegu-Phaung Gyi Road,Hlegu
2027,Mhan Kone,17.129841,96.227567,မှန်ကုန်း,Hlegu-Phaung Gyi Road,Hlegu
2028,Htain Thone Pin,17.138248,96.226623,ထိန်သုံးပင်,Hlegu-Phaung Gyi Road,Hlegu
2029,Htain Thone Pin,17.138412,96.226838,ထိန်သုံးပင်,Hlegu-Phaung Gyi Road,Hlegu
2030,Ka Li Htaw,17.143497,96.226366,ကလီထော်,Hlegu-Phaung Gyi Road,Hlegu
2031,Ka Li Htaw,17.143579,96.226666,ကလီထော်,Hlegu-Phaung Gyi Road,Hlegu
2032,Aung Ta Pyay,17.15055,96.226487,အောင်သပြေ,Hlegu-Phaung Gyi Road,Hlegu
2033,Aung Ta Pyay,17.150468,96.22683,အောင်သပြေ,Hlegu-Phaung Gyi Road,Hlegu
2034,Kyar Kan,17.153257,96.226838,ကြာကန်,Hlegu-Phaung Gyi Road,Hlegu
2035,Kyar Kan,17.15338,96.22731,ကြာကန်,Hlegu-Phaung Gyi Road,Hlegu
2036,Ka Dit,17.164082,96.228812,ကဒစ်,Hlegu-Phaung Gyi Road,Hlegu
2037,Ka Dit,17.164041,96.229112,ကဒစ်,Hlegu-Phaung Gyi Road,Hlegu
2038,Nat-Khan-Mhway Taik,17.180237,96.232159,နှုတ်ခမ်းမွှေးသိုက်,Hlegu-Phaung Gyi Road,Hlegu
2039,Nat-Khan-Mhway Taik,17.180237,96.232588,နှုတ်ခမ်းမွှေးသိုက်,Hlegu-Phaung Gyi Road,Hlegu
2040,Si Own,17.188232,96.233919,ဆီအုန်း,Hlegu-Phaung Gyi Road,Hlegu
2041,Si Own,17.188273,96.234391,ဆီအုန်း,Hlegu-Phaung Gyi Road,Hlegu
2042,Tha Pyay Kone,17.193931,96.234133,သပြေကုန်း,Hlegu-Phaung Gyi Road,Hlegu
2043,Tha Pyay Kone,17.194095,96.234477,သပြေကုန်း,Hlegu-Phaung Gyi Road,Hlegu
2044,Sar Boo Taung,17.207172,96.226666,စာဘူးတောင်း,Hlegu-Phaung Gyi Road,Hlegu
2045,Sar Boo Taung,17.207336,96.227009,စာဘူးတောင်း,Hlegu-Phaung Gyi Road,Hlegu
2046,A Myan Lan Sone,17.225783,96.210787,အမြန်လမ်းဆုံ,Hlegu-Phaung Gyi Road,Hlegu
2047,A Myan Lan Sone,17.22566,96.210315,အမြန်လမ်းဆုံ,Hlegu-Phaung Gyi Road,Hlegu
2048,Nyaung Kone,17.230784,96.206882,ညောင်ကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2049,Nyaung Kone,17.230948,96.207268,ညောင်ကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2050,Kyo Kone Lan Thit,17.247015,96.20023,ကြို့ကုန်းလမ်းသစ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2051,Kyo Kone Lan Thit,17.247302,96.199844,ကြို့ကုန်းလမ်းသစ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2052,Hine Koo,17.274965,96.192677,ဟိုင်းကူး,Hlegu-Phaung Gyi Road,Phaung Gyi
2053,Hine Koo,17.274801,96.192462,ဟိုင်းကူး,Hlegu-Phaung Gyi Road,Phaung Gyi
2054,Ou Yin Wa,17.298117,96.184866,ဥယျာဉ်ဝ,Hlegu-Phaung Gyi Road,Phaung Gyi
2055,Ou Yin Wa,17.298281,96.184609,ဥယျာဉ်ဝ,Hlegu-Phaung Gyi Road,Phaung Gyi
2056,Tha Pyay Taung,17.28902,96.185253,သပြေတောင်,Hlegu-Phaung Gyi Road,Phaung Gyi
2057,Tha Pyay Taung,17.28902,96.185038,သပြေတောင်,Hlegu-Phaung Gyi Road,Phaung Gyi
2058,Ou Yin Wa Lan Thit,17.308155,96.181262,ဥယျာဉ်ဝလမ်းသစ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2059,Ou Yin Wa Lan Thit,17.308114,96.181004,ဥယျာဉ်ဝလမ်းသစ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2060,Paya Kone,17.316636,96.181347,ဘုရားကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2061,Paya Kone,17.316472,96.181047,ဘုရားကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2062,Si Pin Lan Khwe,17.319955,96.180961,စည်ပင်လမ်းခွဲ,Hlegu-Phaung Gyi Road,Phaung Gyi
2063,Si Pin Lan Khwe,17.320119,96.180661,စည်ပင်လမ်းခွဲ,Hlegu-Phaung Gyi Road,Phaung Gyi
2064,Phaung Gyi Tar Sone,17.322331,96.179502,ဖောင်ကြီးတာဆုံ,Hlegu-Phaung Gyi Road,Phaung Gyi
2065,Phaung Gyi Tar Sone,17.32229,96.179202,ဖောင်ကြီးတာဆုံ,Hlegu-Phaung Gyi Road,Phaung Gyi
2066,Aung Chan Thar,17.324175,96.180747,အောင်ချမ်းသာ,Hlegu-Phaung Gyi Road,Phaung Gyi
2067,Aung Chan Thar,17.324379,96.180532,အောင်ချမ်းသာ,Hlegu-Phaung Gyi Road,Phaung Gyi
2068,Say Yone Kone,17.327288,96.185811,ဆေးရုံကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2069,Say Yone Kone,17.327411,96.185596,ဆေးရုံကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2070,Baho Wun Htan Takke Tho,17.331549,96.187184,ဗဟိုဝန်ထမ်းတက္ကသိုလ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2071,Baho Wun Htan Takke Tho,17.331385,96.18727,ဗဟိုဝန်ထမ်းတက္ကသိုလ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2072,San Pya,17.335318,96.196239,စံပြ,Hlegu-Phaung Gyi Road,Phaung Gyi
2073,San Pya,17.335523,96.195982,စံပြ,Hlegu-Phaung Gyi Road,Phaung Gyi
2074,Hnit Gate,17.339783,96.197698,(၂) ဂိတ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2075,Hnit Gate,17.340111,96.197269,(၂) ဂိတ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2076,Thama War Ya Ma College,17.345723,96.200917,သမဝါယမကောလိပ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2077,Thama War Ya Ma College,17.345846,96.200702,သမဝါယမကောလိပ်,Hlegu-Phaung Gyi Road,Phaung Gyi
2078,Sauk Lote Yae Lan Khwe,17.347525,96.203964,ဆောက်လုပ်ရေးလမ်းခွဲ,Hlegu-Phaung Gyi Road,Phaung Gyi
2079,Sauk Lote Yae Lan Khwe,17.347648,96.203706,ဆောက်လုပ်ရေးလမ်းခွဲ,Hlegu-Phaung Gyi Road,Phaung Gyi
2080,Min Kone,17.350638,96.208084,မင်းကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2081,Min Kone,17.350679,96.207826,မင်းကုန်း,Hlegu-Phaung Gyi Road,Phaung Gyi
2082,Chan Wine,16.76255,96.343739,ခြံဝိုင်း,No. 6 Main Road,Thanlyin
2083,Chan Wine,16.762755,96.343267,ခြံဝိုင်း,No. 6 Main Road,Thanlyin
2084,Lay Daung Kan (Site Mway Tit),16.959838,96.294813,လေးထောင့်ကန် (ဆိုက်မွေး-၁),No. 2 Main Road,South Dagon
2085,Yeik Thar,16.958359,96.293384,ရိပ်သာ,No. 2 Main Road,South Dagon
2086,Yeik Thar,16.958333,96.293432,ရိပ်သာ,No. 2 Main Road,South Dagon
2087,Thama,16.956322,96.291811,သမ,No. 2 Main Road,South Dagon
2088,Thama,16.956527,96.291597,သမ,No. 2 Main Road,South Dagon
2089,U Khway Pu,16.954393,96.290224,ဦးခွေးပု,No. 2 Main Road,South Dagon
2090,U Khway Pu,16.954532,96.290074,ဦးခွေးပု,No. 2 Main Road,South Dagon
2091,Moke Pho,16.950985,96.287177,မုန့်ဖို,No. 2 Main Road,South Dagon
2092,Moke Pho,16.951143,96.287073,မုန့်ဖို,No. 2 Main Road,South Dagon
2093,Tha Pyay Chan,16.94703,96.28377,သပြေခြံ,No. 2 Main Road,South Dagon
2094,Tha Pyay Chan,16.947098,96.283471,သပြေခြံ,No. 2 Main Road,South Dagon
2095,December Alal Pauk,16.943087,96.280308,ဒီဇင်ဘာအလယ်ပေါက်,No. 2 Main Road,South Dagon
2096,December Alal Pauk,16.943143,96.28017,ဒီဇင်ဘာအလယ်ပေါက်,No. 2 Main Road,South Dagon
2097,A Aye Khan,16.939312,96.277016,အအေးခန်း,No. 2 Main Road,South Dagon
2098,A Aye Khan,16.939519,96.276947,အအေးခန်း,No. 2 Main Road,South Dagon
2099,Unit Three,16.934893,96.273358,ယူနစ် (၃),No. 2 Main Road,South Dagon
2100,Unit Three,16.935126,96.273106,ယူနစ် (၃),No. 2 Main Road,South Dagon
2101,Kyo So Yay,16.924367,96.263958,ကြိုဆိုရေး,No. 2 Main Road,South Dagon
2102,Kyo So Yay,16.924359,96.263776,ကြိုဆိုရေး,No. 2 Main Road,South Dagon
2103,Sal Myaung,16.922802,96.262699,ဆည်မြောင်း,No. 2 Main Road,South Dagon
2104,Sal Myaung,16.922925,96.262463,ဆည်မြောင်း,No. 2 Main Road,South Dagon
2105,Tayar-Lay-Sae,16.915026,96.25581,တစ်ရာ့လေးဆယ်,No. 2 Main Road,South Dagon
2106,Tayar-Lay-Sae,16.915075,96.255732,တစ်ရာ့လေးဆယ်,No. 2 Main Road,South Dagon
2107,Kyaung Shae,16.911141,96.252676,ကျောင်းရှေ့,No. 2 Main Road,South Dagon
2108,Kyaung Shae,16.911324,96.252426,ကျောင်းရှေ့,No. 2 Main Road,South Dagon
2109,Ah Kyaw Tae,16.906974,96.250269,အကြော်တဲ,No. 2 Main Road,South Dagon
2110,Ah Kyaw Tae,16.907097,96.249969,အကြော်တဲ,No. 2 Main Road,South Dagon
2111,Nyaung Pin,16.905372,96.249197,ညောင်ပင်,No. 2 Main Road,South Dagon
2112,Nyaung Pin,16.905454,96.248939,ညောင်ပင်,No. 2 Main Road,South Dagon
2113,A Kauk Khun,16.903114,96.248038,အကောက်ခွန်,No. 2 Main Road,South Dagon
2114,A Kauk Khun,16.90336,96.247823,အကောက်ခွန်,No. 2 Main Road,South Dagon
2115,Lai Sin Yone Alal Pauk,16.895045,96.242849,လိုင်စင်ရုံး (အလယ်ပေါက်),No. 2 Main Road,South Dagon
2116,Lai Sin Yone Alal Pauk,16.895251,96.24257,လိုင်စင်ရုံး (အလယ်ပေါက်),No. 2 Main Road,South Dagon
2117,Sate Kyan Mar Yae Say Yon,16.961884,96.256893,စိတ်ကျန်းမာရေးဆေးရုံ,No. 7 Main Road,East Dagon
2118,Nee Pyinyar Takke Tho (G.T.U),16.689967,96.307434,နည်းပညာတက္ကသိုလ်(ဂျီတီယူ),Thanlyin-Kyauktan Road,Thanlyin
2119,Nee Pyinyar Takke Tho (G.T.U),16.689958,96.307371,နည်းပညာတက္ကသိုလ်(ဂျီတီယူ),Thanlyin-Kyauktan Road,Thanlyin
2120,A Nout Paing Takke Tho,16.947079,96.015806,အနောက်ပိုင်းတက္ကသိုလ်,West University Road,Hlaing Tharyar
2121,A Nout Paing Takke Tho,16.947158,96.015846,အနောက်ပိုင်းတက္ကသိုလ်,West University Road,Hlaing Tharyar
2122,Sal Mile,16.913297,96.211864,(၁၀) မိုင်,Dagon University,North Dagon
2123,Yone Shae,16.915206,96.210791,ရုံးရှေ့,Dagon University,North Dagon
2124,Bay Li,16.859959,96.178682,ဘေလီ,Thanthumar Road,South Okkalapa
2125,Kaytu Marlar Kwae,16.85613,96.172072,ကေတုမာလာကွေ့,Parami Road,South Okkalapa
2126,Thone-sae-tit Gate/ Tit Gate,16.84888,96.19402,(၃၁) ဂိတ်/(၁) ဂိတ်,Thanthumar Road,South Okkalapa
2127,Thanat Pyit Kwin,16.854523,96.183842,သေနတ်ပစ်ကွင်း,Thanthumar Road,South Okkalapa
2128,Thanat Pyit Kwin,16.85446,96.183724,သေနတ်ပစ်ကွင်း,Thanthumar Road,South Okkalapa
2129,Kyaetamar,16.851082,96.187644,ကျေးတမာ,Thanthumar Road,South Okkalapa
2130,Paya Lan,16.847724,96.181653,ဘုရားလမ်း,Thitsar Road,South Okkalapa
2131,Thayet Taw,16.832547,96.187779,သရက်တော,Thu Mingalar Road,Thingangyun
2132,Yone Shae,16.844449,96.181095,ရုံးရှေ့,Thu Mingalar Road,South Okkalapa
2134,Tadar Htate,16.85598,96.237389,တံတားထိပ်,Maungmakan Kantha Road,South Dagon
2135,Phone Gyi Kyaung Kwae,16.854072,96.239806,ဘုန်းကြီးကျောင်းကွေ့,Maungmakan Kantha Road,South Dagon
2136,Phone Gyi Kyaung Kwae,16.853908,96.240161,ဘုန်းကြီးကျောင်းကွေ့,Maungmakan Kantha Road,South Dagon
2137,Kar Lay Gate,16.85169,96.237956,ကားလေးဂိတ်,Hlawga Road,South Dagon
2138,Thit Saing Kwae,16.847184,96.22348,သစ်ဆိုင်ကွေ့,Pyi Htaung Su Main Road,South Dagon
2139,Sauk Lote Yae,16.828337,96.240638,ဆောက်လုပ်ရေး,Ayar Wun Main Road,South Dagon
2140,Sauk Lote Yae,16.828251,96.240696,ဆောက်လုပ်ရေး,Ayar Wun Main Road,South Dagon
2141,Thone-Sae-Hnit Gate,16.821236,96.266156,(၃၂) ဂိတ်,Kyun Shwe Wah Road,South Dagon
2143,Paya Lay,16.812716,96.22903,ဘုရားလေး,Ayar Wun Main Road,South Dagon
2144,Paya Lay,16.812593,96.229069,ဘုရားလေး,Ayar Wun Main Road,South Dagon
2145,Kanaung Kwae,16.832329,96.276597,ကနောင်ကွေ့,Kanaung Minthargyi Road,Dagon Seikkan
2146,Kyaetamar,16.850998,96.18753,ကျေးတမာ,Thanthumar Road,South Okkalapa
2147,Kanaung Kwae,16.832331,96.276538,ကနောင်ကွေ့,Kanaung Minthargyi Road,Dagon Seikkan
2154,Chauk-Sae-Hnit,16.880796,96.250144,(၆၂),Yadanarpon Road,South Dagon
2155,Chauk-Sae-Hnit,16.88059,96.250294,(၆၂),Yadanarpon Road,South Dagon
2158,Awine,16.807905,96.21795,အဝိုင်း,Shukinthar Road,Thaketa
2159,Thaketa Awine,16.806457,96.216833,သာကေတအဝိုင်း,Ayar Wun Main Road,Thaketa
2160,Myittar Shwe Yi,16.838715,96.201094,မေတ္တာရွှေရည်,Lay Daung Kan Road,Thingangyun
2161,Myittar Shwe Yi,16.838646,96.201233,မေတ္တာရွှေရည်,Lay Daung Kan Road,Thingangyun
2162,Sagar Wah,16.819464,96.214172,စကားဝါ,Kamarkyi Road,Thingangyun
2163,Sagar Wah,16.819443,96.214001,စကားဝါ,Kamarkyi Road,Thingangyun
2164,Sat Yon Shae,16.817656,96.214966,စက်ရုံရှေ့,Kamarkyi Road,Thingangyun
2165,Sat Yon Shae,16.817646,96.214762,စက်ရုံရှေ့,Kamarkyi Road,Thingangyun
2174,Than Lan,16.839088,96.1696,သံလမ်း,Kanbe Road,Yankin
2175,Moe Kaung,16.83766,96.166338,မိုးကောင်း,Kanbe Road,Yankin
2177,Shwe Gon Daing,16.80679,96.156254,ရွှေဂုံတိုင်,East Shwe Gon Daing Road,Bahan
2181,Za-myin-zwe Zay,16.911896,96.162179,(ဈ) ဈေး,Khaymarthi Road,North Okkalapa
2188,Sae-Chauk Kwae,16.935919,96.180321,(၁၆) ကွေ့,Innwa Road,North Okkalapa
2189,Parami,16.9313,96.180621,ပါရမီ,Taung Goo Road,North Okkalapa
2190,Parami,16.931341,96.180857,ပါရမီ,Taung Goo Road,North Okkalapa
2193,Kyaung Kwae,16.848012,96.136442,ကျောင်းကွေ့,Pyay Road,Hlaing
2194,Kyaung Shae/ Dhamar Yon,16.826186,96.132782,ကျောင်းရှေ့/ဓမ္မာရုံ,University Avenue Road,Kamayut
2195,Insein Pan Chan,16.888465,96.107835,အင်းစိန်ပန်းခြံ,Lan Thit Road,Insein
2196,Insein Pan Chan,16.88859,96.107699,အင်းစိန်ပန်းခြံ,Lan Thit Road,Insein
2197,Ywarma Kwae,16.834529,96.1219,ရွာမကွေ့,Baho Road,Hlaing
2198,Site Kar Gate,16.83164,96.123348,ဆိုက်ကားဂိတ်,Baho Road,Kamayut
2199,Thamine Lan Son,16.860992,96.114802,သမိုင်းလမ်းဆုံ,Baho Road,Mayangone
2200,Kyway Tit,16.861161,96.120687,ကြွေ (၁),Thamine Buteryon Road,Mayangone
